timestamp,line_id,product_type,machine_speed,oee,availability,performance,quality,production_time,planned_production_time,good_pieces,total_pieces
2024-02-22 19:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1242,72.82,73.9,73.23,64.92,60,60,586,904
2024-02-22 19:20:26.637849,L2,Fond_Carre_Sans_Poignees,1075,68.93,70.21,70.45,71.05,60,60,526,741
2024-02-22 19:20:26.637849,L3,Fond_Carre_Poignees_Plates,914,68.15,67.51,70.01,69.61,60,60,432,622
2024-02-22 20:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1062,76.3,79.6,77.44,75.74,60,60,613,810
2024-02-22 20:20:26.637849,L2,Fond_Carre_Sans_Poignees,1370,68.64,67.9,71.51,60.49,60,60,568,940
2024-02-22 20:20:26.637849,L3,Fond_Carre_Poignees_Plates,834,65.25,66.09,68.61,62.83,60,60,341,544
2024-02-22 21:20:26.637849,L1,Fond_Carre_Poignees_Plates,1219,64.7,62.83,67.35,59.16,60,60,466,788
2024-02-22 21:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,851,69.38,70.23,66.24,68.81,60,60,405,590
2024-02-22 21:20:26.637849,L3,Fond_Plat,857,64.36,63.84,63.56,64.98,60,60,358,551
2024-02-23 05:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1004,69.83,68.39,66.45,70.02,60,60,490,701
2024-02-23 05:20:26.637849,L2,Fond_Carre_Sans_Poignees,1189,75.45,74.12,73.88,77.72,60,60,697,897
2024-02-23 05:20:26.637849,L3,Fond_Carre_Poignees_Plates,908,68.44,70.79,66.44,66.74,60,60,414,621
2024-02-23 06:20:26.637849,L1,Fond_Plat,942,73.81,77.63,75.5,70.81,60,60,492,695
2024-02-23 06:20:26.637849,L2,Fond_Plat,1137,70.67,67.27,69.68,69.71,60,60,559,803
2024-02-23 06:20:26.637849,L3,Fond_Carre_Poignees_Plates,850,65.06,62.67,64.81,63.26,60,60,349,553
2024-02-23 07:20:26.637849,L1,Fond_Carre_Sans_Poignees,1077,78.76,77.04,76.98,79.89,60,60,677,848
2024-02-23 07:20:26.637849,L2,Fond_Plat,1350,63.83,65.37,70.25,58.01,60,60,499,861
2024-02-23 07:20:26.637849,L3,Fond_Plat,890,63.82,62.13,61.65,61.97,60,60,351,567
2024-02-23 08:20:26.637849,L1,Fond_Carre_Poignees_Plates,1015,70.92,72.74,72.74,71.38,60,60,513,719
2024-02-23 08:20:26.637849,L2,Fond_Plat,1082,67.71,64.5,65.67,67.44,60,60,493,732
2024-02-23 08:20:26.637849,L3,Fond_Carre_Sans_Poignees,1021,71.36,68.46,71.92,69.55,60,60,506,728
2024-02-23 09:20:26.637849,L1,Fond_Plat,965,76.85,72.64,76.14,75.93,60,60,562,741
2024-02-23 09:20:26.637849,L2,Fond_Plat,1051,72.89,73.83,69.65,72.86,60,60,558,766
2024-02-23 09:20:26.637849,L3,Fond_Plat,932,69.36,66.41,66.99,69.25,60,60,447,646
2024-02-23 10:20:26.637849,L1,Fond_Carre_Poignees_Plates,1028,81.24,84.12,80.71,80.98,60,60,676,835
2024-02-23 10:20:26.637849,L2,Fond_Carre_Sans_Poignees,1259,66.52,68.35,64.64,66.87,60,60,559,837
2024-02-23 10:20:26.637849,L3,Fond_Plat,801,64.09,61.01,66.23,65.24,60,60,334,513
2024-02-23 11:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1016,84.17,86.48,79.71,82.97,60,60,709,855
2024-02-23 11:20:26.637849,L2,Fond_Carre_Poignees_Plates,1016,70.58,70.21,72.75,70.15,60,60,503,717
2024-02-23 11:20:26.637849,L3,Fond_Carre_Poignees_Plates,646,64.25,63.91,61.42,65.4,60,60,271,415
2024-02-23 12:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1221,74.83,75.93,79.84,64.71,60,60,590,913
2024-02-23 12:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,971,66.2,66.71,64.6,67.19,60,60,431,642
2024-02-23 12:20:26.637849,L3,Fond_Carre_Sans_Poignees,1027,65.76,67.3,66.26,64.8,60,60,437,675
2024-02-23 13:20:26.637849,L1,Fond_Carre_Sans_Poignees,920,78.13,76.18,76.54,76.82,60,60,551,718
2024-02-23 13:20:26.637849,L2,Fond_Carre_Sans_Poignees,1171,70.86,72.68,73.13,69.26,60,60,574,829
2024-02-23 13:20:26.637849,L3,Fond_Carre_Sans_Poignees,937,71.13,72.25,73.46,68.6,60,60,456,666
2024-02-23 14:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,979,73.9,74.26,76.48,75.6,60,60,546,723
2024-02-23 14:20:26.637849,L2,Fond_Carre_Poignees_Plates,1125,75.88,74.05,77.7,75.71,60,60,645,853
2024-02-23 14:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,907,66.29,69.18,67.98,66.61,60,60,400,601
2024-02-23 15:20:26.637849,L1,Fond_Plat,959,80.67,80.56,76.74,78.36,60,60,605,773
2024-02-23 15:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1149,68.09,65.5,70.61,68.24,60,60,533,782
2024-02-23 15:20:26.637849,L3,Fond_Plat,826,66.56,65.66,68.27,64.99,60,60,356,549
2024-02-23 16:20:26.637849,L1,Fond_Plat,973,61.79,64.53,59.45,59.74,60,60,359,601
2024-02-23 16:20:26.637849,L2,Fond_Plat,994,68.17,65.79,66.46,67.53,60,60,457,677
2024-02-23 16:20:26.637849,L3,Fond_Carre_Poignees_Plates,904,69.32,68.92,67.33,67.64,60,60,423,626
2024-02-23 17:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,974,78.97,75.64,78.71,77.01,60,60,592,769
2024-02-23 17:20:26.637849,L2,Fond_Plat,1063,64.83,65.84,62.26,64.19,60,60,442,689
2024-02-23 17:20:26.637849,L3,Fond_Carre_Poignees_Plates,1007,70.19,73.33,67.41,70.52,60,60,497,706
2024-02-23 18:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,755,75.92,74.54,69.78,78.91,60,60,452,573
2024-02-23 18:20:26.637849,L2,Fond_Plat,1132,70.57,69.2,69.88,68.06,60,60,543,798
2024-02-23 18:20:26.637849,L3,Fond_Plat,1062,68.12,66.21,71.91,59.37,60,60,429,723
2024-02-23 19:20:26.637849,L1,Fond_Plat,987,79.45,79.84,80.5,79.93,60,60,626,784
2024-02-23 19:20:26.637849,L2,Fond_Plat,1092,72.91,76.76,71.87,70.95,60,60,564,796
2024-02-23 19:20:26.637849,L3,Fond_Carre_Sans_Poignees,822,67.09,64.84,70.48,67.1,60,60,369,551
2024-02-23 20:20:26.637849,L1,Fond_Plat,1186,73.92,72.92,73.68,64.28,60,60,563,876
2024-02-23 20:20:26.637849,L2,Fond_Plat,1111,68.68,69.78,66.17,69.64,60,60,531,763
2024-02-23 20:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,964,60.16,62.83,63.02,61.0,60,60,353,579
2024-02-23 21:20:26.637849,L1,Fond_Plat,983,76.39,77.31,74.13,75.52,60,60,566,750
2024-02-23 21:20:26.637849,L2,Fond_Carre_Poignees_Plates,1123,68.63,68.36,68.13,66.69,60,60,513,770
2024-02-23 21:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,931,69.0,66.21,70.22,70.58,60,60,453,642
2024-02-24 05:20:26.637849,L1,Fond_Carre_Poignees_Plates,1205,77.02,78.04,81.3,67.91,60,60,630,928
2024-02-24 05:20:26.637849,L2,Fond_Carre_Poignees_Plates,1080,66.56,69.0,67.89,64.07,60,60,460,718
2024-02-24 05:20:26.637849,L3,Fond_Carre_Poignees_Plates,1008,63.25,62.05,61.88,61.96,60,60,394,637
2024-02-24 06:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,978,71.01,68.85,71.8,73.21,60,60,508,694
2024-02-24 06:20:26.637849,L2,Fond_Carre_Sans_Poignees,1028,70.08,71.71,66.74,72.26,60,60,520,720
2024-02-24 06:20:26.637849,L3,Fond_Carre_Sans_Poignees,873,64.43,65.37,63.11,63.6,60,60,357,562
2024-02-24 07:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1000,77.6,77.64,77.26,76.46,60,60,593,776
2024-02-24 07:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1130,70.32,67.65,70.51,67.88,60,60,539,794
2024-02-24 07:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,909,64.89,67.92,65.11,64.34,60,60,378,589
2024-02-24 08:20:26.637849,L1,Fond_Carre_Sans_Poignees,1003,76.46,76.73,80.22,74.28,60,60,569,766
2024-02-24 08:20:26.637849,L2,Fond_Carre_Sans_Poignees,1012,71.33,71.83,67.7,71.27,60,60,513,721
2024-02-24 08:20:26.637849,L3,Fond_Carre_Sans_Poignees,943,53.57,52.41,50.91,53.41,60,60,269,505
2024-02-24 09:20:26.637849,L1,Fond_Plat,980,75.88,74.52,79.4,72.97,60,60,542,743
2024-02-24 09:20:26.637849,L2,Fond_Carre_Sans_Poignees,1152,72.49,74.65,68.88,72.06,60,60,601,835
2024-02-24 09:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,866,75.66,71.52,78.99,74.87,60,60,490,655
2024-02-24 10:20:26.637849,L1,Fond_Plat,1029,80.9,78.84,78.76,78.55,60,60,653,832
2024-02-24 10:20:26.637849,L2,Fond_Plat,1027,75.93,76.88,72.37,73.46,60,60,572,779
2024-02-24 10:20:26.637849,L3,Fond_Carre_Poignees_Plates,922,71.38,74.43,74.25,73.07,60,60,480,658
2024-02-24 11:20:26.637849,L1,Fond_Carre_Sans_Poignees,1047,81.27,83.31,84.43,80.72,60,60,686,850
2024-02-24 11:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1068,75.3,74.08,77.27,75.93,60,60,610,804
2024-02-24 11:20:26.637849,L3,Fond_Carre_Sans_Poignees,861,64.23,66.51,64.08,65.37,60,60,361,553
2024-02-24 12:20:26.637849,L1,Fond_Carre_Sans_Poignees,1111,73.56,73.11,74.83,73.92,60,60,603,817
2024-02-24 12:20:26.637849,L2,Fond_Plat,1068,73.31,73.65,74.9,71.89,60,60,562,782
2024-02-24 12:20:26.637849,L3,Fond_Carre_Poignees_Plates,845,64.57,62.64,61.87,66.28,60,60,361,545
2024-02-24 13:20:26.637849,L1,Fond_Carre_Poignees_Plates,1032,77.73,77.83,75.43,75.44,60,60,605,802
2024-02-24 13:20:26.637849,L2,Fond_Carre_Sans_Poignees,1098,72.3,75.67,70.82,73.58,60,60,583,793
2024-02-24 13:20:26.637849,L3,Fond_Carre_Poignees_Plates,886,70.87,74.4,67.41,72.8,60,60,456,627
2024-02-24 14:20:26.637849,L1,Fond_Carre_Poignees_Plates,1008,80.27,79.95,83.58,79.46,60,60,642,809
2024-02-24 14:20:26.637849,L2,Fond_Carre_Poignees_Plates,1141,69.71,70.14,68.16,66.95,60,60,532,795
2024-02-24 14:20:26.637849,L3,Fond_Carre_Sans_Poignees,638,67.35,66.71,62.43,67.32,60,60,288,429
2024-02-24 15:20:26.637849,L1,Fond_Carre_Sans_Poignees,987,80.34,76.83,83.05,79.77,60,60,631,792
2024-02-24 15:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1077,73.46,74.39,74.33,75.39,60,60,596,791
2024-02-24 15:20:26.637849,L3,Fond_Plat,996,69.91,72.06,69.98,67.93,60,60,472,696
2024-02-24 16:20:26.637849,L1,Fond_Carre_Poignees_Plates,1077,77.28,78.11,80.26,74.12,60,60,616,832
2024-02-24 16:20:26.637849,L2,Fond_Plat,1199,70.2,70.55,67.62,71.09,60,60,597,841
2024-02-24 16:20:26.637849,L3,Fond_Plat,859,66.03,64.25,67.28,66.87,60,60,379,567
2024-02-24 17:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,921,73.67,76.64,75.81,70.79,60,60,479,678
2024-02-24 17:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1116,75.11,76.02,76.06,75.18,60,60,630,838
2024-02-24 17:20:26.637849,L3,Fond_Plat,905,69.36,70.09,70.74,70.91,60,60,444,627
2024-02-24 18:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,995,72.78,74.17,68.97,71.4,60,60,516,724
2024-02-24 18:20:26.637849,L2,Fond_Carre_Sans_Poignees,1054,71.16,68.76,68.35,68.73,60,60,515,750
2024-02-24 18:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,913,52.51,53.39,50.48,53.28,60,60,255,479
2024-02-24 19:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1063,78.87,79.31,77.47,77.68,60,60,650,838
2024-02-24 19:20:26.637849,L2,Fond_Carre_Poignees_Plates,1142,66.97,66.66,65.25,66.96,60,60,511,764
2024-02-24 19:20:26.637849,L3,Fond_Carre_Poignees_Plates,959,71.23,71.87,73.44,71.14,60,60,485,683
2024-02-24 20:20:26.637849,L1,Fond_Carre_Poignees_Plates,998,75.43,75.32,76.95,72.68,60,60,546,752
2024-02-24 20:20:26.637849,L2,Fond_Carre_Sans_Poignees,1164,65.06,66.96,64.09,65.74,60,60,497,757
2024-02-24 20:20:26.637849,L3,Fond_Carre_Poignees_Plates,903,62.41,64.72,60.26,61.11,60,60,344,563
2024-02-24 21:20:26.637849,L1,Fond_Plat,967,74.74,71.19,73.91,76.31,60,60,550,722
2024-02-24 21:20:26.637849,L2,Fond_Plat,952,70.34,69.64,67.13,68.25,60,60,456,669
2024-02-24 21:20:26.637849,L3,Fond_Carre_Poignees_Plates,965,49.33,48.31,49.25,48.2,60,60,229,476
2024-02-27 05:20:26.637849,L1,Fond_Carre_Poignees_Plates,1010,54.83,57.09,55.19,53.38,60,60,295,553
2024-02-27 05:20:26.637849,L2,Fond_Carre_Poignees_Plates,1048,68.36,67.33,70.34,68.2,60,60,488,716
2024-02-27 05:20:26.637849,L3,Fond_Plat,630,55.33,56.28,50.98,54.94,60,60,191,348
2024-02-27 06:20:26.637849,L1,Fond_Carre_Sans_Poignees,928,74.89,71.16,75.54,74.08,60,60,514,695
2024-02-27 06:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,849,64.86,66.82,61.43,67.04,60,60,368,550
2024-02-27 06:20:26.637849,L3,Fond_Carre_Sans_Poignees,915,64.88,67.93,63.57,63.98,60,60,379,593
2024-02-27 07:20:26.637849,L1,Fond_Carre_Sans_Poignees,963,83.92,79.29,84.76,81.16,60,60,655,808
2024-02-27 07:20:26.637849,L2,Fond_Carre_Poignees_Plates,1284,69.72,69.84,71.0,64.35,60,60,575,895
2024-02-27 07:20:26.637849,L3,Fond_Carre_Poignees_Plates,994,70.17,71.51,68.64,70.32,60,60,490,697
2024-02-27 08:20:26.637849,L1,Fond_Plat,1028,83.39,83.81,84.66,80.39,60,60,688,857
2024-02-27 08:20:26.637849,L2,Fond_Carre_Sans_Poignees,1110,65.77,65.63,62.65,65.37,60,60,477,730
2024-02-27 08:20:26.637849,L3,Fond_Carre_Poignees_Plates,897,69.8,72.96,70.6,70.21,60,60,439,626
2024-02-27 09:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,927,81.39,78.04,77.51,81.53,60,60,614,754
2024-02-27 09:20:26.637849,L2,Fond_Plat,1094,71.38,69.27,74.8,70.14,60,60,547,780
2024-02-27 09:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,672,63.99,65.95,62.01,63.36,60,60,272,430
2024-02-27 10:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,714,72.98,73.45,64.85,71.51,60,60,372,521
2024-02-27 10:20:26.637849,L2,Fond_Carre_Sans_Poignees,892,74.95,71.62,66.92,76.23,60,60,509,668
2024-02-27 10:20:26.637849,L3,Fond_Plat,1180,70.58,68.46,75.04,60.91,60,60,506,832
2024-02-27 11:20:26.637849,L1,Fond_Plat,1047,73.15,71.15,71.18,72.14,60,60,551,765
2024-02-27 11:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1116,70.07,69.25,71.97,71.52,60,60,558,781
2024-02-27 11:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,938,65.96,68.62,63.09,65.95,60,60,407,618
2024-02-27 12:20:26.637849,L1,Fond_Carre_Poignees_Plates,1053,77.21,75.41,79.07,77.88,60,60,633,813
2024-02-27 12:20:26.637849,L2,Fond_Carre_Sans_Poignees,848,70.9,74.08,65.92,72.67,60,60,436,601
2024-02-27 12:20:26.637849,L3,Fond_Plat,765,66.94,63.55,69.08,68.36,60,60,350,512
2024-02-27 13:20:26.637849,L1,Fond_Carre_Poignees_Plates,840,73.75,76.56,68.99,74.95,60,60,463,619
2024-02-27 13:20:26.637849,L2,Fond_Carre_Sans_Poignees,1070,77.28,79.66,73.31,79.05,60,60,652,826
2024-02-27 13:20:26.637849,L3,Fond_Carre_Sans_Poignees,786,62.2,64.56,64.07,62.36,60,60,304,488
2024-02-27 14:20:26.637849,L1,Fond_Carre_Poignees_Plates,1023,74.29,76.6,78.1,75.56,60,60,573,759
2024-02-27 14:20:26.637849,L2,Fond_Plat,968,76.4,76.23,75.54,77.12,60,60,569,739
2024-02-27 14:20:26.637849,L3,Fond_Plat,932,69.45,72.55,68.01,69.78,60,60,451,647
2024-02-27 15:20:26.637849,L1,Fond_Carre_Poignees_Torsadees,1258,78.46,81.13,86.63,70.83,60,60,699,987
2024-02-27 15:20:26.637849,L2,Fond_Plat,1151,71.37,69.49,68.18,71.0,60,60,582,821
2024-02-27 15:20:26.637849,L3,Fond_Plat,848,68.55,70.41,69.47,69.09,60,60,401,581
2024-02-27 16:20:26.637849,L1,Fond_Plat,1046,80.11,81.24,84.14,79.66,60,60,666,837
2024-02-27 16:20:26.637849,L2,Fond_Plat,1189,74.8,78.12,75.84,75.52,60,60,671,889
2024-02-27 16:20:26.637849,L3,Fond_Carre_Sans_Poignees,906,66.39,66.08,63.12,68.01,60,60,408,601
2024-02-27 17:20:26.637849,L1,Fond_Carre_Poignees_Plates,1020,71.25,70.35,72.36,71.64,60,60,520,726
2024-02-27 17:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1109,74.98,71.5,75.99,72.6,60,60,603,831
2024-02-27 17:20:26.637849,L3,Fond_Carre_Sans_Poignees,915,69.3,70.06,72.9,69.5,60,60,440,634
2024-02-27 18:20:26.637849,L1,Fond_Carre_Poignees_Plates,735,73.39,73.6,70.32,75.32,60,60,405,539
2024-02-27 18:20:26.637849,L2,Fond_Plat,895,72.43,75.97,69.45,71.76,60,60,464,648
2024-02-27 18:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,799,69.55,68.01,69.74,69.96,60,60,388,555
2024-02-27 19:20:26.637849,L1,Fond_Plat,983,82.53,86.58,80.14,80.7,60,60,654,811
2024-02-27 19:20:26.637849,L2,Fond_Carre_Poignees_Plates,1081,73.77,74.57,71.39,73.63,60,60,586,797
2024-02-27 19:20:26.637849,L3,Fond_Plat,894,52.23,53.11,53.32,50.6,60,60,235,466
2024-02-27 20:20:26.637849,L1,Fond_Carre_Poignees_Plates,1021,73.04,74.04,72.25,71.43,60,60,532,745
2024-02-27 20:20:26.637849,L2,Fond_Plat,1170,72.19,73.21,71.1,72.44,60,60,611,844
2024-02-27 20:20:26.637849,L3,Fond_Carre_Poignees_Plates,1007,63.98,63.4,64.62,63.4,60,60,408,644
2024-02-27 21:20:26.637849,L1,Fond_Carre_Poignees_Plates,1013,57.18,56.91,57.92,58.81,60,60,340,579
2024-02-27 21:20:26.637849,L2,Fond_Plat,1107,68.33,69.69,66.9,66.84,60,60,505,756
2024-02-27 21:20:26.637849,L3,Fond_Carre_Poignees_Plates,871,66.8,65.6,65.47,65.8,60,60,382,581
2024-02-28 05:20:26.637849,L1,Fond_Plat,1258,75.98,76.3,76.75,68.94,60,60,658,955
2024-02-28 05:20:26.637849,L2,Fond_Carre_Sans_Poignees,1092,66.28,64.94,65.94,63.7,60,60,460,723
2024-02-28 05:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,841,65.65,63.12,65.14,65.94,60,60,363,552
2024-02-28 06:20:26.637849,L1,Fond_Carre_Sans_Poignees,1027,65.91,65.77,68.37,65.0,60,60,439,676
2024-02-28 06:20:26.637849,L2,Fond_Carre_Poignees_Torsadees,1157,67.41,65.98,69.13,67.74,60,60,527,779
2024-02-28 06:20:26.637849,L3,Fond_Plat,808,61.7,61.16,62.39,61.95,60,60,308,498
2024-02-28 07:20:26.637849,L1,Fond_Carre_Poignees_Plates,1063,80.15,81.44,81.02,80.5,60,60,685,851
2024-02-28 07:20:26.637849,L2,Fond_Carre_Sans_Poignees,1211,75.73,76.92,74.88,75.9,60,60,695,917
2024-02-28 07:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,986,68.31,71.08,69.65,67.71,60,60,455,673
2024-02-28 08:20:26.637849,L1,Fond_Carre_Sans_Poignees,1002,77.82,76.97,81.87,75.06,60,60,584,779
2024-02-28 08:20:26.637849,L2,Fond_Plat,1205,69.12,71.34,71.34,69.09,60,60,574,832
2024-02-28 08:20:26.637849,L3,Fond_Plat,948,71.44,70.41,70.15,72.66,60,60,491,677
2024-02-28 09:20:26.637849,L1,Fond_Carre_Sans_Poignees,815,72.44,75.79,68.27,71.3,60,60,420,590
2024-02-28 09:20:26.637849,L2,Fond_Carre_Sans_Poignees,976,72.86,70.15,72.96,73.37,60,60,521,711
2024-02-28 09:20:26.637849,L3,Fond_Carre_Sans_Poignees,623,61.78,62.2,53.96,60.39,60,60,231,384
2024-02-28 10:20:26.637849,L1,Fond_Carre_Sans_Poignees,923,72.85,70.9,73.28,74.95,60,60,503,672
2024-02-28 10:20:26.637849,L2,Fond_Plat,1140,73.33,70.59,75.08,74.35,60,60,620,835
2024-02-28 10:20:26.637849,L3,Fond_Carre_Poignees_Plates,930,68.85,71.0,70.37,70.98,60,60,454,640
2024-02-28 11:20:26.637849,L1,Fond_Carre_Poignees_Plates,1299,56.29,56.86,57.45,51.31,60,60,375,731
2024-02-28 11:20:26.637849,L2,Fond_Carre_Poignees_Plates,1081,78.42,81.62,81.66,78.03,60,60,660,847
2024-02-28 11:20:26.637849,L3,Fond_Carre_Poignees_Torsadees,951,70.22,73.56,72.15,71.81,60,60,478,667
2024-02-28 12:20:26.637849,L1,Fond_Plat,1039,78.53,80.88,77.61,76.5,60,60,623,815
2024-02-28 12:20:26.637849,L2,Fond_Carre_Poignees_Plates,1043,71.41,71.29,68.29,73.1,60,60,543,744
2024-02-28 12:20:26.637849,L3,Fond_Plat,897,68.11,68.44,67.37,70.07,60,60,427,610
2024-02-28 13:20:26.637849,L1,Fond_Carre_Sans_Poignees,774,75.5,74.14,69.41,78.49,60,60,458,584
2024-02-28 13:20:26.637849,L2,Fond_Carre_Poignees_Plates,1137,75.05,72.5,77.74,76.06,60,60,648,853
