timestamp,line_id,shift,total_produced,total_defects,defect_rate,defect_type,rework_count,scrap_count
2024-02-28 23:20:26.637849,L3,1,11826,157,1.33,Contamination,47,109
2024-02-29 07:20:26.637849,L3,2,10750,677,6.31,Impression_Defectueuse,203,473
2024-02-29 15:20:26.637849,L3,3,9781,771,7.88,Contamination,231,539
2024-02-29 23:20:26.637849,L1,1,9332,626,6.71,Dimension_Hors_Tolerance,187,438
2024-03-01 07:20:26.637849,L1,2,11269,650,5.77,Dimension_Hors_Tolerance,195,454
2024-03-01 15:20:26.637849,L1,3,8977,518,5.78,Pliage_Incorrect,155,362
2024-02-29 23:20:26.637849,L2,1,11183,682,6.1,Impression_Defectueuse,204,477
2024-03-01 07:20:26.637849,L2,2,9581,677,7.07,Deformation,203,473
2024-03-01 15:20:26.637849,L2,3,10078,373,3.71,Dimension_Hors_Tolerance,111,261
2024-02-29 23:20:26.637849,L3,1,9967,724,7.27,Defaut_Surface,217,506
2024-03-01 07:20:26.637849,L3,2,8082,128,1.59,Pliage_Incorrect,38,89
2024-03-01 15:20:26.637849,L3,3,10928,408,3.74,Dimension_Hors_Tolerance,122,285
2024-03-01 23:20:26.637849,L1,1,8619,340,3.96,Contamination,102,237
2024-03-02 07:20:26.637849,L1,2,8436,586,6.96,Deformation,175,410
2024-03-02 15:20:26.637849,L1,3,10794,619,5.74,Impression_Defectueuse,185,433
2024-03-01 23:20:26.637849,L2,1,11780,843,7.16,Impression_Defectueuse,252,590
2024-03-02 07:20:26.637849,L2,2,9336,525,5.63,Impression_Defectueuse,157,367
2024-03-02 15:20:26.637849,L2,3,10447,815,7.8,Dimension_Hors_Tolerance,244,570
2024-03-01 23:20:26.637849,L3,1,9314,312,3.35,Dimension_Hors_Tolerance,93,218
2024-03-02 07:20:26.637849,L3,2,8812,425,4.83,Impression_Defectueuse,127,297
2024-03-02 15:20:26.637849,L3,3,11690,190,1.63,Dimension_Hors_Tolerance,57,133
2024-03-04 23:20:26.637849,L1,1,9507,450,4.74,Deformation,135,315
2024-03-05 07:20:26.637849,L1,2,9387,688,7.33,Defaut_Surface,206,481
2024-03-05 15:20:26.637849,L1,3,10490,363,3.46,Deformation,108,254
2024-03-04 23:20:26.637849,L2,1,10452,130,1.25,Dimension_Hors_Tolerance,39,91
2024-03-05 07:20:26.637849,L2,2,10377,306,2.95,Defaut_Surface,91,214
2024-03-05 15:20:26.637849,L2,3,11069,845,7.64,Deformation,253,591
2024-03-04 23:20:26.637849,L3,1,10773,794,7.37,Pliage_Incorrect,238,555
2024-03-05 07:20:26.637849,L3,2,11058,252,2.28,Contamination,75,176
2024-03-05 15:20:26.637849,L3,3,8654,242,2.8,Pliage_Incorrect,72,169
2024-03-05 23:20:26.637849,L1,1,8613,363,4.22,Impression_Defectueuse,108,254
2024-03-06 07:20:26.637849,L1,2,9148,306,3.35,Defaut_Surface,91,214
2024-03-06 15:20:26.637849,L1,3,9404,635,6.76,Contamination,190,444
2024-03-05 23:20:26.637849,L2,1,11740,463,3.95,Pliage_Incorrect,138,324
2024-03-06 07:20:26.637849,L2,2,9972,642,6.44,Pliage_Incorrect,192,449
2024-03-06 15:20:26.637849,L2,3,8943,253,2.84,Deformation,75,177
2024-03-05 23:20:26.637849,L3,1,11431,753,6.59,Impression_Defectueuse,225,527
2024-03-06 07:20:26.637849,L3,2,11339,624,5.51,Defaut_Surface,187,436
2024-03-06 15:20:26.637849,L3,3,11925,217,1.83,Pliage_Incorrect,65,151
2024-03-06 23:20:26.637849,L1,1,11809,137,1.17,Deformation,41,95
2024-03-07 07:20:26.637849,L1,2,10712,513,4.79,Contamination,153,359
2024-03-07 15:20:26.637849,L1,3,9092,723,7.96,Pliage_Incorrect,216,506
2024-03-06 23:20:26.637849,L2,1,8065,549,6.82,Pliage_Incorrect,164,384
2024-03-07 07:20:26.637849,L2,2,10518,657,6.25,Dimension_Hors_Tolerance,197,459
2024-03-07 15:20:26.637849,L2,3,11157,340,3.05,Impression_Defectueuse,102,237
2024-03-06 23:20:26.637849,L3,1,8591,126,1.47,Defaut_Surface,37,88
2024-03-07 07:20:26.637849,L3,2,9630,296,3.08,Dimension_Hors_Tolerance,88,207
2024-03-07 15:20:26.637849,L3,3,9649,523,5.43,Impression_Defectueuse,156,366
2024-03-07 23:20:26.637849,L1,1,10500,265,2.53,Defaut_Surface,79,185
2024-03-08 07:20:26.637849,L1,2,11347,212,1.87,Contamination,63,148
2024-03-08 15:20:26.637849,L1,3,8159,601,7.38,Deformation,180,420
2024-03-07 23:20:26.637849,L2,1,9503,727,7.66,Impression_Defectueuse,218,508
2024-03-08 07:20:26.637849,L2,2,10301,117,1.14,Impression_Defectueuse,35,81
2024-03-08 15:20:26.637849,L2,3,11644,647,5.56,Defaut_Surface,194,452
2024-03-07 23:20:26.637849,L3,1,11529,277,2.41,Contamination,83,193
2024-03-08 07:20:26.637849,L3,2,11264,738,6.56,Deformation,221,516
2024-03-08 15:20:26.637849,L3,3,9817,525,5.35,Impression_Defectueuse,157,367
2024-03-08 23:20:26.637849,L1,1,9983,367,3.68,Contamination,110,256
2024-03-09 07:20:26.637849,L1,2,11873,754,6.35,Impression_Defectueuse,226,527
2024-03-09 15:20:26.637849,L1,3,11546,321,2.79,Dimension_Hors_Tolerance,96,224
2024-03-08 23:20:26.637849,L2,1,10199,114,1.12,Dimension_Hors_Tolerance,34,79
2024-03-09 07:20:26.637849,L2,2,11081,698,6.3,Dimension_Hors_Tolerance,209,488
2024-03-09 15:20:26.637849,L2,3,11221,433,3.86,Impression_Defectueuse,129,303
2024-03-08 23:20:26.637849,L3,1,10722,640,5.97,Deformation,192,448
2024-03-09 07:20:26.637849,L3,2,8411,318,3.79,Contamination,95,222
2024-03-09 15:20:26.637849,L3,3,10362,762,7.36,Impression_Defectueuse,228,533
2024-03-11 23:20:26.637849,L1,1,9541,710,7.44,Contamination,213,496
2024-03-12 07:20:26.637849,L1,2,11974,326,2.73,Dimension_Hors_Tolerance,97,228
2024-03-12 15:20:26.637849,L1,3,11664,182,1.57,Pliage_Incorrect,54,127
2024-03-11 23:20:26.637849,L2,1,8709,413,4.75,Pliage_Incorrect,123,289
2024-03-12 07:20:26.637849,L2,2,9757,170,1.74,Pliage_Incorrect,51,118
2024-03-12 15:20:26.637849,L2,3,9644,528,5.48,Dimension_Hors_Tolerance,158,369
2024-03-11 23:20:26.637849,L3,1,10968,117,1.07,Deformation,35,81
2024-03-12 07:20:26.637849,L3,2,9831,608,6.19,Impression_Defectueuse,182,425
2024-03-12 15:20:26.637849,L3,3,10639,464,4.37,Contamination,139,324
2024-03-12 23:20:26.637849,L1,1,8036,89,1.11,Dimension_Hors_Tolerance,26,62
2024-03-13 07:20:26.637849,L1,2,11638,442,3.8,Deformation,132,309
2024-03-13 15:20:26.637849,L1,3,11615,404,3.48,Defaut_Surface,121,282
2024-03-12 23:20:26.637849,L2,1,9425,732,7.77,Defaut_Surface,219,512
2024-03-13 07:20:26.637849,L2,2,9771,707,7.25,Deformation,212,494
2024-03-13 15:20:26.637849,L2,3,8126,461,5.68,Defaut_Surface,138,322
2024-03-12 23:20:26.637849,L3,1,11920,412,3.46,Deformation,123,288
2024-03-13 07:20:26.637849,L3,2,8900,112,1.26,Dimension_Hors_Tolerance,33,78
2024-03-13 15:20:26.637849,L3,3,11927,596,5.0,Defaut_Surface,178,417
2024-03-13 23:20:26.637849,L1,1,11467,706,6.16,Dimension_Hors_Tolerance,211,494
2024-03-14 07:20:26.637849,L1,2,11058,571,5.17,Impression_Defectueuse,171,399
2024-03-14 15:20:26.637849,L1,3,10426,303,2.91,Contamination,90,212
2024-03-13 23:20:26.637849,L2,1,8083,636,7.87,Dimension_Hors_Tolerance,190,445
2024-03-14 07:20:26.637849,L2,2,8059,99,1.23,Deformation,29,69
2024-03-14 15:20:26.637849,L2,3,8972,494,5.51,Contamination,148,345
2024-03-13 23:20:26.637849,L3,1,8617,183,2.13,Impression_Defectueuse,54,128
2024-03-14 07:20:26.637849,L3,2,11903,212,1.79,Dimension_Hors_Tolerance,63,148
2024-03-14 15:20:26.637849,L3,3,8839,406,4.6,Dimension_Hors_Tolerance,121,284
2024-03-14 23:20:26.637849,L1,1,10769,857,7.96,Deformation,257,599
2024-03-15 07:20:26.637849,L1,2,9075,385,4.24,Impression_Defectueuse,115,269
2024-03-15 15:20:26.637849,L1,3,11865,331,2.8,Deformation,99,231
2024-03-14 23:20:26.637849,L2,1,11524,858,7.45,Impression_Defectueuse,257,600
2024-03-15 07:20:26.637849,L2,2,8651,550,6.37,Defaut_Surface,165,385
2024-03-15 15:20:26.637849,L2,3,8636,530,6.14,Dimension_Hors_Tolerance,159,371
2024-03-14 23:20:26.637849,L3,1,10204,143,1.41,Dimension_Hors_Tolerance,42,100
2024-03-15 07:20:26.637849,L3,2,11184,626,5.6,Dimension_Hors_Tolerance,187,438
2024-03-15 15:20:26.637849,L3,3,8105,458,5.66,Dimension_Hors_Tolerance,137,320
2024-03-15 23:20:26.637849,L1,1,8270,305,3.69,Pliage_Incorrect,91,213
2024-03-16 07:20:26.637849,L1,2,9048,386,4.27,Contamination,115,270
2024-03-16 15:20:26.637849,L1,3,11384,159,1.4,Defaut_Surface,47,111
2024-03-15 23:20:26.637849,L2,1,10800,406,3.76,Impression_Defectueuse,121,284
2024-03-16 07:20:26.637849,L2,2,11848,152,1.29,Pliage_Incorrect,45,106
2024-03-16 15:20:26.637849,L2,3,8961,386,4.31,Defaut_Surface,115,270
2024-03-15 23:20:26.637849,L3,1,9920,431,4.35,Deformation,129,301
2024-03-16 07:20:26.637849,L3,2,10689,214,2.0,Dimension_Hors_Tolerance,64,149
2024-03-16 15:20:26.637849,L3,3,8790,678,7.72,Pliage_Incorrect,203,474
2024-03-18 23:20:26.637849,L1,1,10178,453,4.46,Impression_Defectueuse,135,317
2024-03-19 07:20:26.637849,L1,2,11950,200,1.68,Dimension_Hors_Tolerance,60,140
2024-03-19 15:20:26.637849,L1,3,9503,312,3.29,Contamination,93,218
2024-03-18 23:20:26.637849,L2,1,11201,651,5.81,Defaut_Surface,195,455
2024-03-19 07:20:26.637849,L2,2,8861,181,2.05,Impression_Defectueuse,54,126
2024-03-19 15:20:26.637849,L2,3,11265,155,1.38,Defaut_Surface,46,108
2024-03-18 23:20:26.637849,L3,1,10329,208,2.02,Contamination,62,145
2024-03-19 07:20:26.637849,L3,2,11553,825,7.14,Impression_Defectueuse,247,577
2024-03-19 15:20:26.637849,L3,3,11744,678,5.78,Contamination,203,474
2024-03-19 23:20:26.637849,L1,1,9620,129,1.34,Dimension_Hors_Tolerance,38,90
2024-03-20 07:20:26.637849,L1,2,10244,691,6.75,Deformation,207,483
2024-03-20 15:20:26.637849,L1,3,10277,754,7.34,Contamination,226,527
2024-03-19 23:20:26.637849,L2,1,10467,196,1.88,Pliage_Incorrect,58,137
2024-03-20 07:20:26.637849,L2,2,9462,384,4.06,Dimension_Hors_Tolerance,115,268
2024-03-20 15:20:26.637849,L2,3,10114,545,5.4,Contamination,163,381
2024-03-19 23:20:26.637849,L3,1,10896,495,4.54,Deformation,148,346
2024-03-20 07:20:26.637849,L3,2,11374,456,4.01,Contamination,136,319
2024-03-20 15:20:26.637849,L3,3,10635,810,7.62,Contamination,243,567
2024-03-20 23:20:26.637849,L1,1,8983,499,5.56,Impression_Defectueuse,149,349
2024-03-21 07:20:26.637849,L1,2,8035,442,5.5,Dimension_Hors_Tolerance,132,309
2024-03-21 15:20:26.637849,L1,3,11362,523,4.61,Dimension_Hors_Tolerance,156,366
2024-03-20 23:20:26.637849,L2,1,8848,619,7.0,Contamination,185,433
2024-03-21 07:20:26.637849,L2,2,10340,518,5.01,Deformation,155,362
2024-03-21 15:20:26.637849,L2,3,10663,460,4.31,Impression_Defectueuse,138,322
2024-03-20 23:20:26.637849,L3,1,10336,332,3.22,Deformation,99,232
2024-03-21 07:20:26.637849,L3,2,11870,544,4.59,Impression_Defectueuse,163,380
2024-03-21 15:20:26.637849,L3,3,9422,548,5.82,Deformation,164,383
2024-03-21 23:20:26.637849,L1,1,9503,716,7.54,Contamination,214,501
2024-03-22 07:20:26.637849,L1,2,10082,215,2.14,Dimension_Hors_Tolerance,64,150
2024-03-22 15:20:26.637849,L1,3,11817,709,6.01,Contamination,212,496
2024-03-21 23:20:26.637849,L2,1,11955,897,7.51,Deformation,269,627
2024-03-22 07:20:26.637849,L2,2,10754,314,2.92,Dimension_Hors_Tolerance,94,219
2024-03-22 15:20:26.637849,L2,3,9551,723,7.58,Pliage_Incorrect,216,506
2024-03-21 23:20:26.637849,L3,1,8118,534,6.58,Defaut_Surface,160,373
2024-03-22 07:20:26.637849,L3,2,8919,187,2.11,Dimension_Hors_Tolerance,56,130
2024-03-22 15:20:26.637849,L3,3,9394,597,6.36,Pliage_Incorrect,179,417
2024-03-22 23:20:26.637849,L1,1,11618,517,4.46,Contamination,155,361
2024-03-23 07:20:26.637849,L1,2,11830,182,1.54,Dimension_Hors_Tolerance,54,127
2024-03-23 15:20:26.637849,L1,3,9691,589,6.08,Pliage_Incorrect,176,412
2024-03-22 23:20:26.637849,L2,1,11894,365,3.08,Dimension_Hors_Tolerance,109,255
2024-03-23 07:20:26.637849,L2,2,8059,183,2.27,Dimension_Hors_Tolerance,54,128
2024-03-23 15:20:26.637849,L2,3,11650,281,2.42,Contamination,84,196
2024-03-22 23:20:26.637849,L3,1,11098,230,2.08,Dimension_Hors_Tolerance,69,161
2024-03-23 07:20:26.637849,L3,2,10123,710,7.01,Deformation,213,496
2024-03-23 15:20:26.637849,L3,3,9140,500,5.47,Pliage_Incorrect,150,350
2024-03-25 23:20:26.637849,L1,1,9173,689,7.51,Defaut_Surface,206,482
2024-03-26 07:20:26.637849,L1,2,9337,560,6.0,Contamination,168,392
2024-03-26 15:20:26.637849,L1,3,11500,305,2.66,Defaut_Surface,91,213
2024-03-25 23:20:26.637849,L2,1,8654,683,7.9,Impression_Defectueuse,204,478
2024-03-26 07:20:26.637849,L2,2,8705,245,2.82,Impression_Defectueuse,73,171
2024-03-26 15:20:26.637849,L2,3,8270,386,4.67,Pliage_Incorrect,115,270
2024-03-25 23:20:26.637849,L3,1,9173,564,6.16,Pliage_Incorrect,169,394
2024-03-26 07:20:26.637849,L3,2,9237,287,3.11,Pliage_Incorrect,86,200
2024-03-26 15:20:26.637849,L3,3,9277,420,4.54,Pliage_Incorrect,126,294
2024-03-26 23:20:26.637849,L1,1,10458,480,4.59,Defaut_Surface,144,336
2024-03-27 07:20:26.637849,L1,2,11843,554,4.68,Deformation,166,387
2024-03-27 15:20:26.637849,L1,3,9480,162,1.71,Deformation,48,113
2024-03-26 23:20:26.637849,L2,1,10036,651,6.5,Dimension_Hors_Tolerance,195,455
2024-03-27 07:20:26.637849,L2,2,9127,93,1.02,Defaut_Surface,27,65
2024-03-27 15:20:26.637849,L2,3,9866,691,7.01,Defaut_Surface,207,483
2024-03-26 23:20:26.637849,L3,1,8319,130,1.56,Impression_Defectueuse,39,91
2024-03-27 07:20:26.637849,L3,2,11553,564,4.89,Dimension_Hors_Tolerance,169,394
2024-03-27 15:20:26.637849,L3,3,9999,276,2.77,Impression_Defectueuse,82,193
2024-03-27 23:20:26.637849,L1,1,8553,458,5.36,Impression_Defectueuse,137,320
2024-03-28 07:20:26.637849,L1,2,11057,709,6.42,Contamination,212,496
2024-03-28 15:20:26.637849,L1,3,9538,160,1.68,Pliage_Incorrect,48,112
2024-03-27 23:20:26.637849,L2,1,11245,147,1.31,Deformation,44,102
2024-03-28 07:20:26.637849,L2,2,11666,688,5.9,Impression_Defectueuse,206,481
2024-03-28 15:20:26.637849,L2,3,8331,481,5.78,Defaut_Surface,144,336
2024-03-27 23:20:26.637849,L3,1,11805,345,2.93,Pliage_Incorrect,103,241
2024-03-28 07:20:26.637849,L3,2,9707,611,6.3,Impression_Defectueuse,183,427
2024-03-28 15:20:26.637849,L3,3,10761,366,3.41,Pliage_Incorrect,109,256
2024-03-28 23:20:26.637849,L1,1,10554,460,4.36,Contamination,138,322
2024-03-29 07:20:26.637849,L1,2,10734,628,5.85,Impression_Defectueuse,188,439
2024-03-29 15:20:26.637849,L1,3,10497,385,3.67,Deformation,115,269
2024-03-28 23:20:26.637849,L2,1,11089,720,6.49,Deformation,216,503
2024-03-29 07:20:26.637849,L2,2,9670,724,7.49,Contamination,217,506
2024-03-29 15:20:26.637849,L2,3,8681,447,5.16,Dimension_Hors_Tolerance,134,312
2024-03-28 23:20:26.637849,L3,1,11266,769,6.83,Deformation,230,538
2024-03-29 07:20:26.637849,L3,2,11857,740,6.25,Impression_Defectueuse,222,518
2024-03-29 15:20:26.637849,L3,3,9808,292,2.99,Deformation,87,204
2024-03-29 23:20:26.637849,L1,1,10691,428,4.01,Contamination,128,299
2024-03-30 07:20:26.637849,L1,2,10679,381,3.58,Impression_Defectueuse,114,266
2024-03-30 15:20:26.637849,L1,3,11681,496,4.25,Contamination,148,347
2024-03-29 23:20:26.637849,L2,1,9148,561,6.13,Pliage_Incorrect,168,392
2024-03-30 07:20:26.637849,L2,2,11954,201,1.69,Contamination,60,140
2024-03-30 15:20:26.637849,L2,3,8913,314,3.53,Dimension_Hors_Tolerance,94,219
2024-03-29 23:20:26.637849,L3,1,10736,653,6.09,Defaut_Surface,195,457
2024-03-30 07:20:26.637849,L3,2,9564,543,5.68,Deformation,162,380
2024-03-30 15:20:26.637849,L3,3,10702,726,6.78,Defaut_Surface,217,508
2024-04-01 23:20:26.637849,L1,1,10298,493,4.79,Pliage_Incorrect,147,345
2024-04-02 07:20:26.637849,L1,2,10594,432,4.08,Pliage_Incorrect,129,302
2024-04-02 15:20:26.637849,L1,3,10811,294,2.72,Defaut_Surface,88,205
2024-04-01 23:20:26.637849,L2,1,8107,218,2.69,Impression_Defectueuse,65,152
2024-04-02 07:20:26.637849,L2,2,8418,151,1.8,Contamination,45,105
2024-04-02 15:20:26.637849,L2,3,10288,734,7.14,Impression_Defectueuse,220,513
2024-04-01 23:20:26.637849,L3,1,9680,150,1.55,Contamination,45,105
2024-04-02 07:20:26.637849,L3,2,9700,106,1.1,Dimension_Hors_Tolerance,31,74
2024-04-02 15:20:26.637849,L3,3,9647,583,6.05,Defaut_Surface,174,408
2024-04-02 23:20:26.637849,L1,1,10386,726,6.99,Defaut_Surface,217,508
2024-04-03 07:20:26.637849,L1,2,11915,273,2.29,Defaut_Surface,81,191
2024-04-03 15:20:26.637849,L1,3,10096,163,1.62,Impression_Defectueuse,48,114
2024-04-02 23:20:26.637849,L2,1,8339,314,3.77,Defaut_Surface,94,219
2024-04-03 07:20:26.637849,L2,2,8010,420,5.25,Deformation,126,294
2024-04-03 15:20:26.637849,L2,3,8345,406,4.87,Dimension_Hors_Tolerance,121,284
2024-04-02 23:20:26.637849,L3,1,10485,385,3.67,Impression_Defectueuse,115,269
2024-04-03 07:20:26.637849,L3,2,10012,241,2.41,Deformation,72,168
2024-04-03 15:20:26.637849,L3,3,8736,113,1.3,Deformation,33,79
2024-04-03 23:20:26.637849,L1,1,9040,694,7.68,Defaut_Surface,208,485
2024-04-04 07:20:26.637849,L1,2,8167,505,6.19,Contamination,151,353
2024-04-04 15:20:26.637849,L1,3,9719,636,6.55,Pliage_Incorrect,190,445
2024-04-03 23:20:26.637849,L2,1,11243,448,3.99,Pliage_Incorrect,134,313
2024-04-04 07:20:26.637849,L2,2,9914,762,7.69,Impression_Defectueuse,228,533
2024-04-04 15:20:26.637849,L2,3,8006,624,7.8,Impression_Defectueuse,187,436
2024-04-03 23:20:26.637849,L3,1,8653,340,3.94,Dimension_Hors_Tolerance,102,237
2024-04-04 07:20:26.637849,L3,2,8511,148,1.75,Impression_Defectueuse,44,103
2024-04-04 15:20:26.637849,L3,3,9458,315,3.34,Contamination,94,220
2024-04-04 23:20:26.637849,L1,1,11284,466,4.13,Pliage_Incorrect,139,326
2024-04-05 07:20:26.637849,L1,2,9872,207,2.1,Impression_Defectueuse,62,144
2024-04-05 15:20:26.637849,L1,3,8492,624,7.36,Contamination,187,436
2024-04-04 23:20:26.637849,L2,1,9765,111,1.14,Dimension_Hors_Tolerance,33,77
2024-04-05 07:20:26.637849,L2,2,8541,638,7.48,Pliage_Incorrect,191,446
2024-04-05 15:20:26.637849,L2,3,11205,560,5.0,Contamination,168,392
2024-04-04 23:20:26.637849,L3,1,9097,137,1.51,Dimension_Hors_Tolerance,41,95
2024-04-05 07:20:26.637849,L3,2,8411,349,4.16,Defaut_Surface,104,244
2024-04-05 15:20:26.637849,L3,3,8895,552,6.21,Contamination,165,386
2024-04-05 23:20:26.637849,L1,1,9179,317,3.46,Impression_Defectueuse,95,221
2024-04-06 07:20:26.637849,L1,2,9374,242,2.59,Deformation,72,169
2024-04-06 15:20:26.637849,L1,3,10176,118,1.16,Impression_Defectueuse,35,82
2024-04-05 23:20:26.637849,L2,1,11453,318,2.78,Deformation,95,222
2024-04-06 07:20:26.637849,L2,2,10002,240,2.4,Impression_Defectueuse,72,168
2024-04-06 15:20:26.637849,L2,3,10528,502,4.77,Defaut_Surface,150,351
2024-04-05 23:20:26.637849,L3,1,8650,252,2.92,Impression_Defectueuse,75,176
2024-04-06 07:20:26.637849,L3,2,9896,724,7.32,Contamination,217,506
2024-04-06 15:20:26.637849,L3,3,11441,508,4.44,Pliage_Incorrect,152,355
2024-04-08 23:20:26.637849,L1,1,8614,406,4.72,Impression_Defectueuse,121,284
2024-04-09 07:20:26.637849,L1,2,9572,581,6.07,Deformation,174,406
2024-04-09 15:20:26.637849,L1,3,9924,536,5.4,Defaut_Surface,160,375
2024-04-08 23:20:26.637849,L2,1,10404,772,7.43,Dimension_Hors_Tolerance,231,540
2024-04-09 07:20:26.637849,L2,2,8781,150,1.71,Contamination,45,105
2024-04-09 15:20:26.637849,L2,3,10482,165,1.58,Dimension_Hors_Tolerance,49,115
2024-04-08 23:20:26.637849,L3,1,9673,495,5.13,Defaut_Surface,148,346
2024-04-09 07:20:26.637849,L3,2,8334,240,2.88,Impression_Defectueuse,72,168
2024-04-09 15:20:26.637849,L3,3,10819,306,2.83,Defaut_Surface,91,214
2024-04-09 23:20:26.637849,L1,1,9240,683,7.39,Deformation,204,478
2024-04-10 07:20:26.637849,L1,2,11661,425,3.65,Deformation,127,297
2024-04-10 15:20:26.637849,L1,3,8504,483,5.69,Impression_Defectueuse,144,338
2024-04-09 23:20:26.637849,L2,1,11862,906,7.64,Defaut_Surface,271,634
2024-04-10 07:20:26.637849,L2,2,11968,258,2.16,Contamination,77,180
2024-04-10 15:20:26.637849,L2,3,11702,248,2.12,Dimension_Hors_Tolerance,74,173
2024-04-09 23:20:26.637849,L3,1,9712,376,3.88,Impression_Defectueuse,112,263
2024-04-10 07:20:26.637849,L3,2,8970,235,2.62,Dimension_Hors_Tolerance,70,164
2024-04-10 15:20:26.637849,L3,3,8649,105,1.22,Dimension_Hors_Tolerance,31,73
2024-04-10 23:20:26.637849,L1,1,11847,677,5.72,Defaut_Surface,203,473
2024-04-11 07:20:26.637849,L1,2,8264,136,1.66,Impression_Defectueuse,40,95
2024-04-11 15:20:26.637849,L1,3,9680,521,5.38,Dimension_Hors_Tolerance,156,364
2024-04-10 23:20:26.637849,L2,1,10295,414,4.02,Contamination,124,289
2024-04-11 07:20:26.637849,L2,2,8605,86,1.0,Impression_Defectueuse,25,60
